chemsys,entry_id,origin,formula,spg_number,spg_symbol,strukturbericht,prototype_formula,is_unique_to_nomad
Co-Si,hOsEpuD-6bvp_994RNAxz0IMKm9F,AFLOW,Co16Si8,194.0,P6_3/mmc,C36,MgNi2,False
Co-Si,hSg77_S0gxeiaXlBt06CXwa9poWJ,Miguel Marques,CoSi,166.0,R-3m,,,True
Co-Si,hTPsVY5vDghXOSGPnMCVC9raWtii,AFLOW,CoSi2,139.0,I4/mmm,C11b,MoSi2,False
Co-Si,h_WQE8QiLQCv8ytP8b1yo2D4Nu-B,OQMD,Co2Si2,194.0,P6_3/mmc,Bk,BN,False
Co-Si,hduwerLKd2wgwrwdW9qQDs7TawZC,OQMD,CoSi,221.0,Pm-3m,B2,ClCs,False
Co-Si,hf09IFhiVfSsSQfWnN5z38-odk0q,AFLOW,Co2Si6,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Si,hyoj3OzwouoBiAMMkvoTvPWHnrwt,Miguel Marques,CoSi5,38.0,Amm2,,,True
Co-Si,i2sQma_OPoYk33XyALH-ddj5e9xu,AFLOW,Co4Si3,191.0,P6/mmm,,,False
Co-Si,iGJbr5J06QA6cqKYIsYEF6tjLAhN,AFLOW,CoSi,225.0,Fm-3m,B1,ClNa,False
Co-Si,iJhqAMuZRkWi8DaWsJMs4YnxLsz3,Miguel Marques,CoSi3,166.0,R-3m,,,True
Co-Si,iKs9KLvdBanbpt2ad64hOy4YzAp4,AFLOW,Co3Si3,8.0,Cm,,,False
Co-Si,iMO-87P5IDwOxc82u9FRa4KrdSKe,AFLOW,Co16Si4,217.0,I-43m,,,False
Co-Si,iPSKrEwrd7SIylib4wDHKSuICj2G,AFLOW,Co2Si2,141.0,I4_1/amd,"""40""",NbP,False
Co-Si,iPoFscjTU-VWN0jK5RAJ1ALkFTpD,Miguel Marques,CoSi3,194.0,P6_3/mmc,D019,Ni3Sn,True
Co-Si,iUVztkLwPDWhrIIVrZllmnqroHaM,Miguel Marques,CoSi,166.0,R-3m,,,True
Co-Si,iUkp_J7qtHC7fNGm6Lf13CGqlA1F,Miguel Marques,CoSi2,141.0,I4_1/amd,,Ga2Hf,True
Co-Si,ioPloNc-BhZQxpt9bkSfOTRAAQdA,AFLOW,Co2Si2,221.0,Pm-3m,B2,ClCs,False
Co-Si,ixKnieVY9H13E1OtlnHYxcwBJr47,AFLOW,Co4Si3,139.0,I4/mmm,,,False
Co-Si,j4tm4nueLlyt-wB3NZt8p-miadOZ,Miguel Marques,CoSi3,62.0,Pnma,D011,CFe3,True
Co-Si,j5sXNE009ufbVQIJwagENpWkm9-K,AFLOW,Co2Si,139.0,I4/mmm,C11b,MoSi2,False
Co-Si,j6EWoBfxRQxiNdNvT7Mz306b2onk,AFLOW,Co3Si,123.0,P4/mmm,,,False
Co-Si,jEOSjMRtQb7JLxku9zno2KRI59SE,AFLOW,Co5Si,65.0,Cmmm,,,False
Co-Si,jLGEviIGD6sV5zINQnRttmNUuB6b,Miguel Marques,Co5Si4,139.0,I4/mmm,,V4Zn5,True
Co-Si,jRCfUKIgWhCgUHVDrcm1SgdUP3vY,Miguel Marques,Co3Si,127.0,P4/mbm,,,True
Co-Si,jWbBCjdZMSPDh1vF2TvnWWtbmELo,Miguel Marques,CoSi8,139.0,I4/mmm,,Pt8Ti,True
Co-Si,jZ-Q4NPiiEcLa2Rbb_A5WK3oBB2M,AFLOW,Co3Si2,166.0,R-3m,C33,Bi2Te3,False
Co-Si,jgzsRhI_z8cbFd7oR3aBm5IbqsIZ,OQMD,CoSi3,221.0,Pm-3m,L12,AuCu3,False
Co-Si,jir0tdBoeQegEVwRF4IU0zthmPDv,AFLOW,CoSi3,221.0,Pm-3m,D09,O3Re,False
Co-Si,jpIMuUpe5A00C9xon_upXQBoHi-i,AFLOW,Co4Si2,12.0,C2/m,,,False
Co-Si,jw-vyeORF8Hhtr82e2fmOpUITcE9,Miguel Marques,CoSi,225.0,Fm-3m,B1,ClNa,True
Co-Si,k44C1C0sjicrHdGKG2T6ff2_LQzA,OQMD,Co2Si6,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Si,kYCFp4LP8Hv7Ca8P7vzQOEs23ijF,OQMD,CoSi,216.0,F-43m,,,False
Co-Si,k_Ee6MEkyRpUg0SQ0nLbzTtlEriN,Miguel Marques,Co8Si,139.0,I4/mmm,,Pt8Ti,True
Co-Si,ke_sDNq-FB0nbEPOdS_eXixV-_AB,Miguel Marques,CoSi3,194.0,P6_3/mmc,D019,Ni3Sn,True
Co-Si,kex7F2hX7msvKokYdP-X8kgPcXxQ,AFLOW,Co6Si18,194.0,P6_3/mmc,,,False
Co-Si,kngjxrURgvJrWAVdgPUqCR8c1AMs,AFLOW,Co6Si6,166.0,R-3m,,,False
Co-Si,kqnX2rJRgFnQ1x-Addf1UYyFdGJN,Materials Project,CoSi2,225.0,Fm-3m,C1,CaF2,False
Co-Si,kv0Fh5gD6xugY2Hp1hzg0LZBLil3,Miguel Marques,Co2Si,8.0,Cm,,,True
Co-Si,l-PrtF57dVhoBrJfUpyJL1--35R-,AFLOW,Co12Si17,217.0,I-43m,,,False
Co-Si,l-mYY_KJ8G-9EkjZKLxPxk64esK-,Akhil S nair,Co2Si3,116.0,P-4c2,,Ru2Sn3,True
Co-Si,l0CSqsJlC1lSPl2aUNq0yczCsYGW,OQMD,CoSi,187.0,P-6m2,,,False
Co-Si,l34mF9_U1en_dHAUb5g0As2g0vb-,Miguel Marques,Co3Si,71.0,Immm,,,True
Co-Si,lFHnU257PIViUK-pUPIZ-dGYpiJk,AFLOW,Co2Si,71.0,Immm,,MoPt2,False
Co-Si,lIiarW-Yko6rjliJSg8DlQV6OTb0,AFLOW,Co4Si2,63.0,Cmcm,C49,Si2Zr,False
Co-Si,lJImXGEJSvqiMMCeh548j1wuOOvP,AFLOW,Co2Si2,59.0,Pmmn,,CuTe,False
Co-Si,lKP5PoXFew18sMdpNksJ5EEsiYz4,OQMD,CoSi,123.0,P4/mmm,L10,AuCu,False
Co-Si,lNwpB6J7bCpCnbOX2kI3I2EcxdTR,AFLOW,Co2Si,164.0,P-3m1,C6,CdI2,False
Co-Si,lbrBvAQOkQtUxMLntksvgSp4O-t9,AFLOW,Co3Si5,65.0,Cmmm,,,False
Co-Si,lf_zw2l4UmpNSi0j0D9FxyBkNaRy,AFLOW,Co3Si,123.0,P4/mmm,,,False
Co-Si,lintKqgfxcYrvUnD6J2F-f3MqWkI,Miguel Marques,Co5Si,38.0,Amm2,,,True
Co-Si,lr0FsiwejJV31ta5f58aD0gu_IA_,Miguel Marques,Co2Si,12.0,C2/m,,,True
Co-Si,m-P3zIgrUabylXO48x9EAHN93U5w,OQMD,CoSi3,225.0,Fm-3m,D03,BiF3,False
Co-Si,mC-ZjZqhmzZzqoQFv29U65dFGyNc,AFLOW,Co2Si2,194.0,P6_3/mmc,Bk,BN,False
Co-Si,mOG6A67xkacMkWCN1ZSl7dGuFfmq,OQMD,CoSi3,221.0,Pm-3m,L12,AuCu3,False
Co-Si,m_CdGbfWySlYGJT4TxxrZ1zsSV3Z,OQMD,CoSi,166.0,R-3m,L11,CuPt,False
Co-Si,maehyMLQfkd3-mwmvVyuHsSl4oUZ,Materials Project,CoSi,198.0,P2_13,B20,FeSi,False
Co-Si,mea_j3UCchtUrV0vkXC7P4MTOiFD,AFLOW,Co2Si2,129.0,P4/nmm,B11,CuTi,False
Co-Si,mqaN_WpX0h7a0IgTg-o8SDiXe2SU,AFLOW,Co8Si10,193.0,P6_3/mcm,,,False
Co-Si,mt4JSDz5Fcipw3aNFoQbiVtO0UZD,AFLOW,Co2Si4,12.0,C2/m,,,False
Co-Si,mxxW8vojhSMn_9YEHFf-z8Dkgo1b,Miguel Marques,Co5Si,65.0,Cmmm,,,True
Co-Si,n1nXCa2w7KcNQzFXB1blVdco_ivP,AFLOW,Co3Si,123.0,P4/mmm,,,False
Co-Si,n6M0tH1VI4gOZUD5WSLchOW1WJn_,AFLOW,CoSi3,71.0,Immm,,,False
Co-Si,n6YgWbDznfiJEuOth7WNIooGYqPq,AFLOW,Co2Si6,63.0,Cmcm,,,False
Co-Si,n9WO8r6-rbwHKUdcIorMqb2s_6m4,AFLOW,Co4Si12,194.0,P6_3/mmc,D024,Ni3Ti,False
Co-Si,nAM8yFUktqCeNyjWAGb3Oy28HkBe,OQMD,Co3Si,139.0,I4/mmm,,,False
Co-Si,nF1MXMQeQs-xZ3dVo4uOsfvDTEvp,AFLOW,Co4Si4,198.0,P2_13,B20,FeSi,False
Co-Si,nF5lOw2mmflO2Fpi71KeksPyu0uX,OQMD,Co2Si6,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Si,nKjGaEjaV1dTg4MWCFXuGFJgGn6S,AFLOW,Co3Si,47.0,Pmmm,,,False
Co-Si,nbGeIuKcaiyPE5knkrbocCgAdWPf,AFLOW,Co4Si2,225.0,Fm-3m,C1,CaF2,False
Co-Si,nc-_w7nCOt_1STrSAyIjnFHD8LLu,Miguel Marques,Co5Si3,193.0,P6_3/mcm,D88,Mn5Si3,True
Co-Si,nfs4e9CBzVz9KqWnb9hXQRVAImFo,AFLOW,Co4Si2,227.0,Fd-3m,C15,Cu2Mg,False
Co-Si,nqa90anC3WmlHFiujiTiKcDwpB2X,AFLOW,CoSi3,187.0,P-6m2,,,False
Co-Si,nw5bsY8WCeuf19wHrAOcDEj2Gfiy,AFLOW,CoSi2,164.0,P-3m1,C6,CdI2,False
Co-Si,o-JTY5QYh_8aTLOqf-XDOqlTrReT,Miguel Marques,CoSi8,139.0,I4/mmm,,Pt8Ti,True
Co-Si,o8UOSeQaHwUicPR9viJunLJvUXpm,AFLOW,CoSi3,12.0,C2/m,,,False
Co-Si,o8_vzX_4qgUzcoK87RSaG2NzkJ67,AFLOW,Co2Si,164.0,P-3m1,C6,CdI2,False
Co-Si,oBn7uXNDtiK4gjuPXqxEE_jXpSPW,AFLOW,CoSi,123.0,P4/mmm,L10,AuCu,False
Co-Si,oGqS3d2lUbeGS-Z30qc9Qq5k38je,AFLOW,Co2Si,164.0,P-3m1,C6,CdI2,False
Co-Si,oPf47uRf7I2LVfSGE-Zmj6tM64Ww,AFLOW,Co2Si2,59.0,Pmmn,,CuTe,False
Co-Si,oShtN_nYZHgZH1ECUwSt8_ZZI39c,Miguel Marques,Co3Si,127.0,P4/mbm,,,True
Co-Si,oaPKa4srVoL0bwaJPVpmS7AjpOIV,AFLOW,Co2Si2,141.0,I4_1/amd,"""40""",NbP,False
Co-Si,onDCz1zj1S9N1plXvFS95GsVQ1jG,Miguel Marques,Co2Si,63.0,Cmcm,,,True
Co-Si,oqZM9I8tsxSbVP7cb-ivy4Ac6HYL,Miguel Marques,Co2Si,139.0,I4/mmm,C11b,MoSi2,True
Co-Si,orCNBfyVGocff8CnR4PlZDX4cVU9,AFLOW,Co3Si2,164.0,P-3m1,D513,Al3Ni2,False
Co-Si,orDEiwQQAbORzf8JahI3qs62GO2O,AFLOW,CoSi3,71.0,Immm,,,False
Co-Si,ox1bfR6MUnPQLgBpkyFBBsghYc9W,Miguel Marques,CoSi8,139.0,I4/mmm,,Pt8Ti,True
Co-Si,ozHtj7yOMiBsrzF_m3prjkOdZC5C,AFLOW,Co10Si8,193.0,P6_3/mcm,,,False
Co-Si,ozaYYr1YiNmkCAcFW-uyAN2yhH73,AFLOW,CoSi3,123.0,P4/mmm,,,False
Co-Si,p4UQjoSPTyU8Ogjj6o_mqAwBmS0u,AFLOW,Co2Si4,141.0,I4_1/amd,C5,O2Ti,False
Co-Si,p95wTHFiWQsf7LPoReXXWk5HwSMA,AFLOW,Co8Si16,227.0,Fd-3m,,NiTi2,False
Co-Si,pD1wi8ASSY418iiTENz4b1m3B5IN,Miguel Marques,Co3Si,194.0,P6_3/mmc,D019,Ni3Sn,True
Co-Si,pEBUXuYqHHIN10_oRdCJLTqYj-j3,AFLOW,Co4Si2,12.0,C2/m,,,False
Co-Si,pJd0RXQyKe0Ygo_XSGjtaki1-pno,AFLOW,Co3Si,71.0,Immm,,,False
Co-Si,pMwtgQmhju6pQXvRVQueOjh0OZUn,AFLOW,Co2Si4,8.0,Cm,,,False
Co-Si,pUd5J03N0JFZrSIi_P1WNvbEjDQu,AFLOW,Co3Si,25.0,Pmm2,,,False
Co-Si,pV7rt7FNskXZCgBnYk-mSPbWH5bL,Miguel Marques,Co2Si,8.0,Cm,,,True
Co-Si,pY-1eI6oDeiqnG1IJknVKV_MkdyP,AFLOW,Co5Si,123.0,P4/mmm,,,False
Co-Si,pZ0OpC7bPls9mCmGViY_zkANuVTl,AFLOW,CoSi7,225.0,Fm-3m,,Ca7Ge,False
Co-Si,paeR4olDYdrm8kDYN95uTEtbSyFd,Miguel Marques,Co3Si,140.0,I4/mcm,D0c,SiU3,True
Co-Si,pcKT6kWgFQVWzXWoiFscgoN7BlaQ,AFLOW,Co2Si2,129.0,P4/nmm,B11,CuTi,False
Co-Si,pgfLFd9QLOvfvMPaD6V9d9lY4j5h,AFLOW,Co2Si4,141.0,I4_1/amd,C5,O2Ti,False
Co-Si,pjpE6K4PieIQqz9Yw8Oz-xPRdQj4,OQMD,CoSi3,139.0,I4/mmm,D022,Al3Ti,False
Co-Si,pjtttbBTGabogT5stbcUD-7awzRy,Miguel Marques,CoSi2,189.0,P-62m,C22,Fe2P,True
Co-Si,pqp9WnAU7nz8jzpqCNmm2ODTAg3f,OQMD,Co6Si2,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Si,q3HU4gR5rT0X73haio9L2ZxNL2Iw,OQMD,CoSi,187.0,P-6m2,,,False
Co-Si,q5wpBTw0a7yVwfQ5Sm_Ks51C6Y-1,Miguel Marques,CoSi,225.0,Fm-3m,B1,ClNa,True
Co-Si,q89ApBM_tYyPC7Y-cYrmAnherXij,Materials Project,Co2Si,62.0,Pnma,C25,Cl2Hg,False
Co-Si,qEXY0RpSREv1Ic3Fc6GN0XAWsdEh,AFLOW,CoSi3,123.0,P4/mmm,,,False
Co-Si,qFSv1fX0GkCVudMO5r163BP7_izs,OQMD,CoSi3,225.0,Fm-3m,D03,BiF3,False
Co-Si,qWROZBt2rn4z_Gzoa_fDpLGKxnEd,AFLOW,Co4Si2,141.0,I4_1/amd,C5,O2Ti,False
Co-Si,qh1PxN9UWViF458XjHbTbJtAB0cp,Miguel Marques,Co3Si,194.0,P6_3/mmc,D019,Ni3Sn,True
Co-Si,qoaH3uwSEvZpPnYfG31ab2MM1vGo,AFLOW,Co2Si4,194.0,P6_3/mmc,B82,InNi2,False
Co-Si,qoas476mSfn0CRjvNmDKlMGCHFGD,OQMD,Co4Si4,198.0,P2_13,B20,FeSi,False
Co-Si,qorRaXpA_QYBUiHw8tow-ZWR4Pcg,AFLOW,Co2Si4,12.0,C2/m,,,False
Co-Si,quLOzN25-S3i8L7XShVPJFw-ilLP,AFLOW,Co4Si2,12.0,C2/m,,,False
Co-Si,r60Yqy8_T-ZAillT1SZQiQK-X5aX,AFLOW,CoSi5,8.0,Cm,,,False
Co-Si,r6krlI3_n2ICR-2GjlyRGPBDKOJT,AFLOW,Co3Si,221.0,Pm-3m,L12,AuCu3,False
Co-Si,r8OKS97kxAakUHyA3I4BIRek9V2v,Miguel Marques,CoSi3,187.0,P-6m2,,,True
Co-Si,rBQAF6pVBNH80oczsJ-vb-zQe176,OQMD,Co3Si,221.0,Pm-3m,L12,AuCu3,False
Co-Si,rJEzy1-Cl1gBsRwdSJsWqezh5R2v,AFLOW,Co2Si6,223.0,Pm-3n,A15,Cr3Si,False
Co-Si,rZ8n00uSQgR5TX-5vZ1ktGCmwxux,AFLOW,Co16Si4,217.0,I-43m,,,False
Co-Si,rZDbKtybp1bvGl6Eb48DZED85_k4,AFLOW,Co3Si2,164.0,P-3m1,D513,Al3Ni2,False
Co-Si,r_O36ZYNW1SkAdIVvrFRYba2Eej-,Miguel Marques,Co3Si,194.0,P6_3/mmc,D019,Ni3Sn,True
Co-Si,raIaPht2IlWEp_nHBnLmneItaZyY,AFLOW,Co6Si2,223.0,Pm-3n,A15,Cr3Si,False
Co-Si,rg-FFqFWGp8NYHRRFnDczG7t9OJB,Miguel Marques,Co5Si,123.0,P4/mmm,,,True
Co-Si,rj70sRps5OovRcR3qyxqGvG_86Sb,OQMD,CoSi3,139.0,I4/mmm,D022,Al3Ti,False
Co-Si,rkEk6twO8COSOYe7jLGVLeuyhEPu,Akhil S nair,Co2Si,62.0,Pnma,C25,Cl2Hg,True
Co-Si,rsgoc5bctgKQvUqsz6t7yu66shmu,Miguel Marques,Co5Si,123.0,P4/mmm,,,True
Co-Si,rwUBUV92K-0qlIMYwjz1HV-3vz2i,AFLOW,CoSi,221.0,Pm-3m,B2,ClCs,False
Co-Si,s1cr98w-sEDi5Oi70xoOvti5eWep,AFLOW,Co5Si,38.0,Amm2,,,False
Co-Si,s71Y6aGE82On0UtpfeId6UtaZiFF,OQMD,CoSi3,221.0,Pm-3m,L12,AuCu3,False
Co-Si,s8BlG5ptmDZyk_pXvP-BYLj_6KTe,AFLOW,Co2Si6,139.0,I4/mmm,D023,Al3Zr,False
Co-Si,s8GfaicpQ6PRZ6BkmDosJRHVTSb4,Miguel Marques,Co2Si,12.0,C2/m,,,True
Co-Si,sJrxIKyIxr9IsY-Qkbd7Cc4FHxkt,Miguel Marques,Co7Si,225.0,Fm-3m,,,True
Co-Si,sOk3SCZweGa1j_6bbGekpKOJjfyC,Akhil S nair,CoSi,198.0,P2_13,B20,FeSi,True
Co-Si,sRmuuiur7TD-5PtBcxyxTeXdiOWW,AFLOW,Co4Si12,194.0,P6_3/mmc,D024,Ni3Ti,False
Co-Si,sYdgVPZDkGZby7UBeRHZT30YyhEO,AFLOW,Co4Si2,12.0,C2/m,,,False
Co-Si,sZn3-Zg6RL-m9l9eFNP8LZXbL_Fd,Akhil S nair,Co3Si7,229.0,Im-3m,D8f,Ge7Ir3,True
Co-Si,seMqsEkX5egHSzsM_w4NuzqOiAvS,OQMD,Co3Si,225.0,Fm-3m,,,False
Co-Si,slWR8TA-5_eXrxWKH_Z6WcQYDHl9,Miguel Marques,Co5Si,8.0,Cm,,,True
Co-Si,svJfPUp8MuiGOovHxfIXrfofQ_xD,Miguel Marques,CoSi3,123.0,P4/mmm,,,True
Co-Si,svt5hXtOnaaiMEytrFdS3pwJyAEJ,Materials Project,Co2Si,62.0,Pnma,C25,Cl2Hg,False
Co-Si,szTjD82-cHyjLIM7MQ19iJcw2UDS,AFLOW,Co2Si4,12.0,C2/m,,,False
Co-Si,tEnoSpvRHYSfOI5L4k0Hw3gCQEho,AFLOW,Co3Si5,65.0,Cmmm,,,False
Co-Si,tJHHiBno46QD3T71ij8XrqDqxAzZ,Materials Project,Co3Si,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Si,tODBFVP4vCoLNnZ59HmGJRlBWpYa,AFLOW,CoSi2,164.0,P-3m1,C6,CdI2,False
Co-Si,tROVXhsgOgV3JL7YErVA6s5qKUuT,AFLOW,Co2Si,164.0,P-3m1,C6,CdI2,False
Co-Si,tSMq_ovO_Pvlt8TUmyR6Q6tA4tPq,AFLOW,Co3Si,65.0,Cmmm,L13,CdPt3,False
Co-Si,t_XyEA3v_emTCiQg9Y-FgFk3lg9s,AFLOW,Co6Si2,223.0,Pm-3n,A15,Cr3Si,False
Co-Si,tbI8wqMl6I3H5GAoDWKSOUtCUrea,AFLOW,CoSi3,123.0,P4/mmm,,,False
Co-Si,tddIE1pJxkrnfZH3FPRnk1sQpDT7,OQMD,Co2Si2,51.0,Pmma,B19,AuCd,False
Co-Si,tfdpGdX30yMvHZx9QCS22lMz6uo6,Miguel Marques,Co4Si,87.0,I4/m,D1a,MoNi4,True
Co-Si,thGrPSaT7J0-zcewLkf8vbdw-uJ6,OQMD,CoSi3,139.0,I4/mmm,D022,Al3Ti,False
Co-Si,tlyUqaDLPXTzKzeZlr6nidE3sh1N,OQMD,Co8Si4,62.0,Pnma,C25,Cl2Hg,False
Co-Si,tmH1jSIlFno8E3DaZfl9BkS7QkGK,AFLOW,Co2Si,123.0,P4/mmm,,,False
Co-Si,toUFWh4DYFDFzPAwTd7nW-xPWEHq,AFLOW,Co2Si4,63.0,Cmcm,C49,Si2Zr,False
Co-Si,twrlLsviqx5Mz0c7F_hg1wKi7Xzr,Miguel Marques,Co3Si,221.0,Pm-3m,L12,AuCu3,True
Co-Si,twsabO4TNPq5mUDrL6BO1t4i_4L4,AFLOW,Co4Si3,191.0,P6/mmm,,,False
Co-Si,twvqU-u14dq7FYi_ouCUcIJm18ag,AFLOW,Co4Si2,225.0,Fm-3m,C1,CaF2,False
Co-Si,u5WnkhNVvr-94FjicT2vCIrc3Inj,Miguel Marques,Co5Si4,139.0,I4/mmm,,V4Zn5,True
Co-Si,u8qPqA2RnkhHQDBs3WM-FncoN1zr,OQMD,Co8Si12,116.0,P-4c2,,Ru2Sn3,False
Co-Si,u9YvIVVSIwTNkn_vDWo2JXaXDD4V,AFLOW,CoSi2,164.0,P-3m1,C6,CdI2,False
Co-Si,uAI0coalR_w-5cbfQQzRU-Tadn-E,AFLOW,Co4Si2,8.0,Cm,,,False
Co-Si,uHsSCGfyDhtvu6YagWLAbv6lRreM,Miguel Marques,Co5Si,8.0,Cm,,,True
Co-Si,uJu-i4u8G2ZBg0UEH0S1rxqaVjRL,AFLOW,CoSi2,225.0,Fm-3m,C1,CaF2,False
Co-Si,uQ6H81LSbM30qLzSwYh272nAcSoW,Miguel Marques,Co3Si,221.0,Pm-3m,L12,AuCu3,True
Co-Si,uhUPBDHljbHmiLs2yplxciPh2cxu,Miguel Marques,CoSi3,194.0,P6_3/mmc,D019,Ni3Sn,True
Co-Si,up7kFsuvEUNOm61UXiP4Uv4b2vFr,Miguel Marques,CoSi,194.0,P6_3/mmc,B81,AsNi,True
Co-Si,v4QsUT4IAYsxFkKUFdcGOcyNGWv9,OQMD,Co6Si2,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Si,v4Y8Aa9l4xAfi25Ky4oxTu7Dswqi,AFLOW,CoSi3,225.0,Fm-3m,D03,BiF3,False
Co-Si,vAw7WEOswL1qo3LPJjYsg7e8ojxO,AFLOW,Co4Si2,141.0,I4_1/amd,C5,O2Ti,False
Co-Si,vFCKDqugdiCyVKsaFVXzfgn8BiXW,Miguel Marques,Co3Si,221.0,Pm-3m,D09,O3Re,True
Co-Si,vHVAYQZ98j89L6roo5xCFGrInGxj,Miguel Marques,Co7Si,225.0,Fm-3m,,,True
Co-Si,vQ4EGjz581AzBMwz7e3aEIzIuZLT,Miguel Marques,CoSi2,180.0,P6_222,C40,CrSi2,True
Co-Si,vRJOI_DXIBnhU6z7ess8xZ4-EUBX,AFLOW,Co2Si,139.0,I4/mmm,C11b,MoSi2,False
Co-Si,vbda1ZWbGw8ngBI3KXNSVbNfaNy-,AFLOW,CoSi3,10.0,P2/m,,,False
Co-Si,verac5aVvfs3wEw4j9hqTX2GjRr4,AFLOW,Co2Si2,129.0,P4/nmm,B10,OPb,False
Co-Si,vfoi0qjjDKGeWVmbsqsnALK8nZDe,Materials Project,Co2Si,62.0,Pnma,C25,Cl2Hg,False
Co-Si,vj6bw8wWeexcvxFFTw8aPmt-4yyo,Miguel Marques,CoSi8,139.0,I4/mmm,,Pt8Ti,True
Co-Si,vlCqQ4EhYE3ttGcpXqJqXexXQpxe,Miguel Marques,Co2Si,63.0,Cmcm,,,True
Co-Si,vnkA2Q0IyH-_7AsWk3m2hPRSHsIH,Miguel Marques,Co5Si,123.0,P4/mmm,,,True
Co-Si,vpvopkzDjPlC9jXBrjbWuNkPaNtt,OQMD,Co6Si2,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Si,vt9NbaCM8GNk5yWp2vJGsjMb9mbm,AFLOW,Co6Si2,59.0,Pmmn,D0a,Cu3Ti,False
Co-Si,vt9YUbavWcJo82PpvhsX-bVO-gme,Miguel Marques,CoSi,12.0,C2/m,,,True
Co-Si,vxBi49LHY8debXOScyB6KT_UbgOy,OQMD,CoSi,187.0,P-6m2,,,False
Co-Si,vy5uT4TFUYoSnuTxoy4H71kn7hjQ,OQMD,Co4Si6,167.0,R-3c,D51,Al2O3,False
Co-Si,w1nRMc7ggEdoF6PpVySk6N0quZim,AFLOW,Co2Si2,63.0,Cmcm,B33,BCr,False
Co-Si,w75RSzNq-Ahlnw8Y5ATfS8cRRIek,Miguel Marques,Co5Si,123.0,P4/mmm,,,True
Co-Si,w9h34D65R2CoiBKJiavY2qeCOML4,OQMD,CoSi2,225.0,Fm-3m,C1,CaF2,False
Co-Si,wCqQAARbbEYZQQOrJflgfZpcb1hJ,AFLOW,Co2Si2,129.0,P4/nmm,B10,OPb,False
Co-Si,wHIVChV-UYLlZsOSzS3Uyy_DbwrD,Miguel Marques,Co3Si,140.0,I4/mcm,D0c,SiU3,True
Co-Si,wL3IFsBpcOkU0M1C5vzagV2Pve0e,Miguel Marques,Co3Si,166.0,R-3m,,,True
Co-Si,wLLGo9nw3CPjPuTH1pZjq5hnwymV,Miguel Marques,Co5Si,123.0,P4/mmm,,,True
Co-Si,wPMgxssCYkhLpXM62W0Mne8Az2y2,OQMD,Co8Si12,116.0,P-4c2,,Ru2Sn3,False
Co-Si,wSR2cUsy9gdIb2xM5VRWNrpib28Z,AFLOW,Co2Si2,123.0,P4/mmm,L10,AuCu,False
Co-Si,wUWzY5rpVFY0JTtzzhGFgIvhaZib,OQMD,CoSi3,221.0,Pm-3m,L12,AuCu3,False
Co-Si,wUZxnTLRoMXVWoCTHAM-CmuGByjD,Miguel Marques,Co2Si,62.0,Pnma,C25,Cl2Hg,True
Co-Si,wUhAC9ONThnD4qUchRKgKk1KZc02,AFLOW,CoSi,216.0,F-43m,B3,SZn,False
Co-Si,wX-txpyR3tQEH1DwaCZYlFP5bWBX,AFLOW,Co3Si,10.0,P2/m,,,False
Co-Si,wZYcGg28Gx28CoSEPURIQOmEOx3C,Miguel Marques,Co5Si,123.0,P4/mmm,,,True
Co-Si,wicEBvc25Cg0KXqweHhZpo5wNdyj,OQMD,CoSi,221.0,Pm-3m,B2,ClCs,False
Co-Si,wis4Rv6-hztcQ8Fpin7QKkEaZSwZ,AFLOW,CoSi5,65.0,Cmmm,,,False
Co-Si,wpKQ9kVbY4RXUCQK1GkletwHNe6b,OQMD,CoSi,225.0,Fm-3m,B1,ClNa,False
Co-Si,wu0tlYrKgE88y5krWJVLGbRxyKD-,OQMD,CoSi,123.0,P4/mmm,L10,AuCu,False
Co-Si,wug4cU_pUErMz0itp9szCVFNiw2s,OQMD,Co4Si6,167.0,R-3c,D51,Al2O3,False
Co-Si,wxOLiHnim-xwI1qR9RfKpD1xjapl,Miguel Marques,Co3Si,25.0,Pmm2,,,True
Co-Si,x0As45_hWQJ8BRcPoXsI3pd-o7kJ,AFLOW,Co2Si4,12.0,C2/m,,,False
Co-Si,x2zpkJ6b1BOn77YPcUuVX_5HZn-q,AFLOW,CoSi5,189.0,P-62m,,,False
Co-Si,x8DIPlWnzZqYw90lIcmcRShCvoz7,AFLOW,CoSi,123.0,P4/mmm,L10,AuCu,False
Co-Si,xC3QxoIOhO9STPurrVGoeKWDgmhU,AFLOW,Co2Si3,166.0,R-3m,C33,Bi2Te3,False
Co-Si,xC9OeYPym-95VcSn5nmO0--wLxyU,AFLOW,Co3Si,71.0,Immm,,,False
Co-Si,xJ_wsohqSDBY09a9aiGehpVm3769,Miguel Marques,CoSi8,139.0,I4/mmm,,Pt8Ti,True
Co-Si,xPB_0W2aJg8XAhWGMyGHgK1AqIYe,AFLOW,Co3Si,47.0,Pmmm,,,False
Co-Si,xRR1fBtq62HXHfx3sOKekDuSm4oO,AFLOW,Co2Si2,129.0,P4/nmm,B11,CuTi,False
